冊別,類型,篇名,來源單元,題號,題目,選項A,選項B,選項C,選項D,選項E,選項F,正確答案,解析,題目卷檔名,答案卷檔名
英語第五冊,文法診斷,動詞時態綜合應用,英語第五冊_文法診斷_動詞時態綜合應用,14,One hour ago he _______ the novel that Helen Black wrote.,read,is reading,has read,will read,,,A,,英語第五冊_文法診斷_動詞時態綜合應用_題目卷.pdf,英語第五冊_文法診斷_動詞時態綜合應用_答案卷.pdf
英語第五冊,文法診斷,動詞時態綜合應用,英語第五冊_文法診斷_動詞時態綜合應用,15,They _______ any sports after school. They go home directly (直接地).,don't play,didn't play,aren't playing,haven't played,,,A,,英語第五冊_文法診斷_動詞時態綜合應用_題目卷.pdf,英語第五冊_文法診斷_動詞時態綜合應用_答案卷.pdf
英語第五冊,文法診斷,動詞時態綜合應用,英語第五冊_文法診斷_動詞時態綜合應用,16,We _______ them play basketball yesterday.,see,saw,were seeing,have seen,,,B,,英語第五冊_文法診斷_動詞時態綜合應用_題目卷.pdf,英語第五冊_文法診斷_動詞時態綜合應用_答案卷.pdf
英語第五冊,文法診斷,動詞時態綜合應用,英語第五冊_文法診斷_動詞時態綜合應用,17,"We _______ English for more than two years, and we are still studying it now.",study,have studied,studied,were studying,,,B,,英語第五冊_文法診斷_動詞時態綜合應用_題目卷.pdf,英語第五冊_文法診斷_動詞時態綜合應用_答案卷.pdf
英語第五冊,文法診斷,動詞時態綜合應用,英語第五冊_文法診斷_動詞時態綜合應用,18,"In order to study in the U.S.A., my son _______ English now.",learns,is learning,has learned,is learned,,,B,,英語第五冊_文法診斷_動詞時態綜合應用_題目卷.pdf,英語第五冊_文法診斷_動詞時態綜合應用_答案卷.pdf
英語第五冊,文法診斷,動詞時態綜合應用,英語第五冊_文法診斷_動詞時態綜合應用,19,English is the most popular language in the world. It _______ in each country of the world.,teaches,has taught,is taught,will teach,,,C,,英語第五冊_文法診斷_動詞時態綜合應用_題目卷.pdf,英語第五冊_文法診斷_動詞時態綜合應用_答案卷.pdf
英語第五冊,文法診斷,動詞時態綜合應用,英語第五冊_文法診斷_動詞時態綜合應用,20,In the U.S.A. the language people ________ is English.,speak,have spoke,are spoken,were speaking,,,A,,英語第五冊_文法診斷_動詞時態綜合應用_題目卷.pdf,英語第五冊_文法診斷_動詞時態綜合應用_答案卷.pdf
英語第五冊,文法診斷,動詞＋ 不定詞原形動詞Ving,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving,1,Would you mind _______ the door for me?,open,to open,opening,,,,C,,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_題目卷.pdf,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_答案卷.pdf
英語第五冊,文法診斷,動詞＋ 不定詞原形動詞Ving,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving,2,You must learn _______ more careful.,be,to be,being,,,,B,,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_題目卷.pdf,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_答案卷.pdf
英語第五冊,文法診斷,動詞＋ 不定詞原形動詞Ving,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving,3,"Jane has an English contest (比賽), so she practices _______ hard every day.",speak,to speak,speaking,,,,C,,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_題目卷.pdf,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_答案卷.pdf
英語第五冊,文法診斷,動詞＋ 不定詞原形動詞Ving,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving,4,"After we finished our homework, Mother would let us _______ TV for half an hour.",watch,to watch,watching,,,,A,,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_題目卷.pdf,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_答案卷.pdf
英語第五冊,文法診斷,動詞＋ 不定詞原形動詞Ving,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving,5,Mother wants me _______ home before 6 p.m.,go,to go,going,,,,B,,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_題目卷.pdf,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_答案卷.pdf
英語第五冊,文法診斷,動詞＋ 不定詞原形動詞Ving,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving,6,Mom and Dad decide _______ a trip this summer.,take,to take,taking,,,,B,,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_題目卷.pdf,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_答案卷.pdf
英語第五冊,文法診斷,動詞＋ 不定詞原形動詞Ving,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving,7,"Peter and Mark have worked for five hours, so they stop _______ a rest.",take,to take,taking,,,,B,,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_題目卷.pdf,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_答案卷.pdf
英語第五冊,文法診斷,動詞＋ 不定詞原形動詞Ving,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving,8,I remembered _______ you a letter. Haven't you got it yet?,write,to write,writing,,,,C,,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_題目卷.pdf,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_答案卷.pdf
英語第五冊,文法診斷,動詞＋ 不定詞原形動詞Ving,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving,9,Mom: Why is the floor wet?,"Sam: It rained, and I forgot _______ the window.",close,to close,closing,,,B,,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_題目卷.pdf,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_答案卷.pdf
英語第五冊,文法診斷,動詞＋ 不定詞原形動詞Ving,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving,10,It kept _______ all day last week. It was a boring week.,rain,to rain,raining,,,,C,,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_題目卷.pdf,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_答案卷.pdf
英語第五冊,文法診斷,動詞＋ 不定詞原形動詞Ving,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving,11,John has me _______ the box for him because both of his hands get hurt.,open,to open,opening,,,,A,,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_題目卷.pdf,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_答案卷.pdf
英語第五冊,文法診斷,動詞＋ 不定詞原形動詞Ving,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving,12,I finished _______ the book yesterday.,read,to read,reading,,,,C,,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_題目卷.pdf,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_答案卷.pdf
英語第五冊,文法診斷,動詞＋ 不定詞原形動詞Ving,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving,13,They all enjoy _______ hiking around Liyu Lake on holidays.,go,to go,going,,,,C,,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_題目卷.pdf,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_答案卷.pdf
英語第五冊,文法診斷,動詞＋ 不定詞原形動詞Ving,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving,14,"My good friends often make me _______ hard, so I usually do well on tests.",study,to study,studying,,,,A,,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_題目卷.pdf,英語第五冊_文法診斷_動詞＋ 不定詞原形動詞Ving_答案卷.pdf
英語第五冊,文法診斷,形容詞 & 副詞,英語第五冊_文法診斷_形容詞 & 副詞,1,"Miss Lin's boyfriend gave her a ring and asked her to marry him last night. No wonder she looks
and wears a big smile today.",happy,happily,sad,sadly,,,A,,英語第五冊_文法診斷_形容詞 & 副詞_題目卷.pdf,英語第五冊_文法診斷_形容詞 & 副詞_答案卷.pdf
英語第五冊,文法診斷,形容詞 & 副詞,英語第五冊_文法診斷_形容詞 & 副詞,2,"I broke the window, so my teacher looked
at me.",angry,angrily,hungry,hungrily,,,B,,英語第五冊_文法診斷_形容詞 & 副詞_題目卷.pdf,英語第五冊_文法診斷_形容詞 & 副詞_答案卷.pdf
英語第五冊,文法診斷,形容詞 & 副詞,英語第五冊_文法診斷_形容詞 & 副詞,3,My sister is a student. I hope she can study harder.,lazy,lazily,sad,sadly,,,A,,英語第五冊_文法診斷_形容詞 & 副詞_題目卷.pdf,英語第五冊_文法診斷_形容詞 & 副詞_答案卷.pdf
英語第五冊,文法診斷,形容詞 & 副詞,英語第五冊_文法診斷_形容詞 & 副詞,4,"Amy runs ,but she still wants to join the race.",slow,slowly,quick,quickly,,,B,,英語第五冊_文法診斷_形容詞 & 副詞_題目卷.pdf,英語第五冊_文法診斷_形容詞 & 副詞_答案卷.pdf
英語第五冊,文法診斷,形容詞 & 副詞,英語第五冊_文法診斷_形容詞 & 副詞,5,I love to have my lunch at that restaurant. Their hamburgers taste .,good,well,bad,badly,,,A,,英語第五冊_文法診斷_形容詞 & 副詞_題目卷.pdf,英語第五冊_文法診斷_形容詞 & 副詞_答案卷.pdf
英語第五冊,文法診斷,形容詞 & 副詞,英語第五冊_文法診斷_形容詞 & 副詞,6,John can speak English _______. He has no trouble talking with Americans.,good,well,bad,worse,,,B,,英語第五冊_文法診斷_形容詞 & 副詞_題目卷.pdf,英語第五冊_文法診斷_形容詞 & 副詞_答案卷.pdf
英語第五冊,文法診斷,形容詞 & 副詞,英語第五冊_文法診斷_形容詞 & 副詞,7,Please listen to the tape _______.,careful,more careful,the most careful,carefully,,,D,,英語第五冊_文法診斷_形容詞 & 副詞_題目卷.pdf,英語第五冊_文法診斷_形容詞 & 副詞_答案卷.pdf
英語第五冊,文法診斷,形容詞 & 副詞,英語第五冊_文法診斷_形容詞 & 副詞,8,I am so _______ that I can eat a horse.,hungry,hungrier,hungriest,hungrily,,,A,,英語第五冊_文法診斷_形容詞 & 副詞_題目卷.pdf,英語第五冊_文法診斷_形容詞 & 副詞_答案卷.pdf
英語第五冊,文法診斷,形容詞 & 副詞,英語第五冊_文法診斷_形容詞 & 副詞,9,It rained _______ yesterday.,heavy,heavier,the heaviest,heavily,,,D,,英語第五冊_文法診斷_形容詞 & 副詞_題目卷.pdf,英語第五冊_文法診斷_形容詞 & 副詞_答案卷.pdf
英語第五冊,文法診斷,形容詞原級、比較級、最高級,英語第五冊_文法診斷_形容詞原級、比較級、最高級,1,The weather is getting _______ and _______.,hot; hot,hotter; hotter,hottest; hottest,,,,B,,英語第五冊_文法診斷_形容詞原級、比較級、最高級_題目卷.pdf,英語第五冊_文法診斷_形容詞原級、比較級、最高級_答案卷.pdf
英語第五冊,文法診斷,形容詞原級、比較級、最高級,英語第五冊_文法診斷_形容詞原級、比較級、最高級,2,He is not so _______ as you.,short,shorter,the shortest,,,,A,,英語第五冊_文法診斷_形容詞原級、比較級、最高級_題目卷.pdf,英語第五冊_文法診斷_形容詞原級、比較級、最高級_答案卷.pdf
英語第五冊,文法診斷,形容詞原級、比較級、最高級,英語第五冊_文法診斷_形容詞原級、比較級、最高級,3,"Which is _______, pencils, dictionaries or computers?",expensive,more expensive,the most expensive,,,,C,,英語第五冊_文法診斷_形容詞原級、比較級、最高級_題目卷.pdf,英語第五冊_文法診斷_形容詞原級、比較級、最高級_答案卷.pdf
英語第五冊,文法診斷,形容詞原級、比較級、最高級,英語第五冊_文法診斷_形容詞原級、比較級、最高級,4,"The _______ you have, the _______ you want.",much,more,most,,,,B,,英語第五冊_文法診斷_形容詞原級、比較級、最高級_題目卷.pdf,英語第五冊_文法診斷_形容詞原級、比較級、最高級_答案卷.pdf
英語第五冊,文法診斷,形容詞原級、比較級、最高級,英語第五冊_文法診斷_形容詞原級、比較級、最高級,5,Bicycles are _______ than cars.,cheap,cheaper,the cheapest,,,,B,,英語第五冊_文法診斷_形容詞原級、比較級、最高級_題目卷.pdf,英語第五冊_文法診斷_形容詞原級、比較級、最高級_答案卷.pdf
英語第五冊,文法診斷,形容詞原級、比較級、最高級,英語第五冊_文法診斷_形容詞原級、比較級、最高級,6,Her eyes are as _______ as yours.,big,bigger,the biggest,,,,A,,英語第五冊_文法診斷_形容詞原級、比較級、最高級_題目卷.pdf,英語第五冊_文法診斷_形容詞原級、比較級、最高級_答案卷.pdf
英語第五冊,文法診斷,形容詞原級、比較級、最高級,英語第五冊_文法診斷_形容詞原級、比較級、最高級,7,January is the _______ month in the year.,cold,colder,coldest,,,,C,,英語第五冊_文法診斷_形容詞原級、比較級、最高級_題目卷.pdf,英語第五冊_文法診斷_形容詞原級、比較級、最高級_答案卷.pdf
英語第五冊,文法診斷,形容詞原級、比較級、最高級,英語第五冊_文法診斷_形容詞原級、比較級、最高級,8,John is ______ runner in his class.,fast,faster,the fastest,,,,C,,英語第五冊_文法診斷_形容詞原級、比較級、最高級_題目卷.pdf,英語第五冊_文法診斷_形容詞原級、比較級、最高級_答案卷.pdf
英語第五冊,文法診斷,形容詞原級、比較級、最高級,英語第五冊_文法診斷_形容詞原級、比較級、最高級,9,"Who is _______ , Mary or Helen?",tall,taller,the tallest,,,,B,,英語第五冊_文法診斷_形容詞原級、比較級、最高級_題目卷.pdf,英語第五冊_文法診斷_形容詞原級、比較級、最高級_答案卷.pdf
英語第五冊,文法診斷,"疑問詞when, what time, 疑問詞when, what time, much","英語第五冊_文法診斷_疑問詞when, what time, 疑問詞when, what time, much",1,"A: _______ is it?
B: It's Friday.",What day,What time,How many,How much,,,A,,"英語第五冊_文法診斷_疑問詞when, what time, 疑問詞when, what time, much_題目卷.pdf","英語第五冊_文法診斷_疑問詞when, what time, 疑問詞when, what time, much_答案卷.pdf"
英語第五冊,文法診斷,"疑問詞when, what time, 疑問詞when, what time, much","英語第五冊_文法診斷_疑問詞when, what time, 疑問詞when, what time, much",2,"A: _______ is the computer?
B: It's 50,000 dollars.",What time,How old,How many,How much,,,D,,"英語第五冊_文法診斷_疑問詞when, what time, 疑問詞when, what time, much_題目卷.pdf","英語第五冊_文法診斷_疑問詞when, what time, 疑問詞when, what time, much_答案卷.pdf"
